,date,%-close_x,value,string-date_x,combined,Date,%-close_y,EPS,string-date_y
1882,2016-04-29,BA-close,121.9558,2016-04-29,2016-04-29_BA-close,2016-04-29,BA-close,2.35,2016-04-29
1883,2016-05-31,BA-close,115.0653,2016-05-31,2016-05-31_BA-close,2016-05-31,BA-close,2.35,2016-05-31
1884,2016-06-30,BA-close,118.4584,2016-06-30,2016-06-30_BA-close,2016-06-30,BA-close,2.95,2016-06-30
1885,2016-07-29,BA-close,121.9154,2016-07-29,2016-07-29_BA-close,2016-07-29,BA-close,2.95,2016-07-29
1886,2016-08-31,BA-close,119.0483,2016-08-31,2016-08-31_BA-close,2016-08-31,BA-close,2.95,2016-08-31
1887,2016-09-30,BA-close,121.1543,2016-09-30,2016-09-30_BA-close,2016-09-30,BA-close,3.29,2016-09-30
1888,2016-10-31,BA-close,130.9853,2016-10-31,2016-10-31_BA-close,2016-10-31,BA-close,3.29,2016-10-31
1889,2016-11-30,BA-close,139.5234,2016-11-30,2016-11-30_BA-close,2016-11-30,BA-close,3.29,2016-11-30
1890,2016-12-30,BA-close,144.2681,2016-12-30,2016-12-30_BA-close,2016-12-30,BA-close,3.29,2016-12-30
1891,2017-01-31,BA-close,151.4407,2017-01-31,2017-01-31_BA-close,2017-01-31,BA-close,5.01,2017-01-31
1892,2017-02-28,BA-close,168.4663,2017-02-28,2017-02-28_BA-close,2017-02-28,BA-close,5.01,2017-02-28
1893,2017-03-31,BA-close,165.3163,2017-03-31,2017-03-31_BA-close,2017-03-31,BA-close,2.38,2017-03-31
1894,2017-04-28,BA-close,172.766,2017-04-28,2017-04-28_BA-close,2017-04-28,BA-close,2.38,2017-04-28
1895,2017-05-31,BA-close,176.7428,2017-05-31,2017-05-31_BA-close,2017-05-31,BA-close,2.38,2017-05-31
1896,2017-06-30,BA-close,186.2756,2017-06-30,2017-06-30_BA-close,2017-06-30,BA-close,2.97,2017-06-30
1897,2017-07-31,BA-close,228.3914,2017-07-31,2017-07-31_BA-close,2017-07-31,BA-close,2.97,2017-07-31
1898,2017-08-31,BA-close,227.122,2017-08-31,2017-08-31_BA-close,2017-08-31,BA-close,2.97,2017-08-31
1899,2017-09-29,BA-close,240.9108,2017-09-29,2017-09-29_BA-close,2017-09-29,BA-close,2.97,2017-09-29
1900,2017-10-31,BA-close,244.4835,2017-10-31,2017-10-31_BA-close,2017-10-31,BA-close,3.3,2017-10-31
1901,2017-11-30,BA-close,263.7369,2017-11-30,2017-11-30_BA-close,2017-11-30,BA-close,3.3,2017-11-30
1902,2017-12-29,BA-close,280.9922,2017-12-29,2017-12-29_BA-close,2017-12-29,BA-close,3.3,2017-12-29
1903,2018-01-31,BA-close,337.6461,2018-01-31,2018-01-31_BA-close,2018-01-31,BA-close,5.18,2018-01-31
1904,2018-02-28,BA-close,346.9063,2018-02-28,2018-02-28_BA-close,2018-02-28,BA-close,5.18,2018-02-28
1905,2018-03-29,BA-close,314.0268,2018-03-29,2018-03-29_BA-close,,,,
1906,2018-04-30,BA-close,319.4668,2018-04-30,2018-04-30_BA-close,2018-04-30,BA-close,2.45,2018-04-30
1907,2018-05-31,BA-close,338.9572,2018-05-31,2018-05-31_BA-close,2018-05-31,BA-close,2.45,2018-05-31
1908,2018-06-29,BA-close,322.9314,2018-06-29,2018-06-29_BA-close,2018-06-29,BA-close,2.45,2018-06-29
1909,2018-07-31,BA-close,342.942,2018-07-31,2018-07-31_BA-close,2018-07-31,BA-close,3.08,2018-07-31
1910,2018-08-31,BA-close,331.5799,2018-08-31,2018-08-31_BA-close,2018-08-31,BA-close,3.08,2018-08-31
1911,2018-09-28,BA-close,359.7379,2018-09-28,2018-09-28_BA-close,2018-09-28,BA-close,3.08,2018-09-28
1912,2018-10-31,BA-close,343.2552,2018-10-31,2018-10-31_BA-close,2018-10-31,BA-close,3.42,2018-10-31
1913,2018-11-30,BA-close,336.967,2018-11-30,2018-11-30_BA-close,2018-11-30,BA-close,3.42,2018-11-30
1914,2018-12-31,BA-close,313.3922,2018-12-31,2018-12-31_BA-close,2018-12-31,BA-close,4.87,2018-12-31
1915,2019-01-31,BA-close,374.7296,2019-01-31,2019-01-31_BA-close,2019-01-31,BA-close,4.87,2019-01-31
1916,2019-02-28,BA-close,429.7034,2019-02-28,2019-02-28_BA-close,2019-02-28,BA-close,4.87,2019-02-28
1917,2019-03-29,BA-close,372.5281,2019-03-29,2019-03-29_BA-close,2019-03-29,BA-close,4.87,2019-03-29
1918,2019-04-30,BA-close,368.8851,2019-04-30,2019-04-30_BA-close,2019-04-30,BA-close,2.25,2019-04-30
1919,2019-05-31,BA-close,335.5823,2019-05-31,2019-05-31_BA-close,2019-05-31,BA-close,2.25,2019-05-31
1920,2019-06-28,BA-close,357.5871,2019-06-28,2019-06-28_BA-close,2019-06-28,BA-close,2.25,2019-06-28
1921,2019-07-31,BA-close,335.1599,2019-07-31,2019-07-31_BA-close,2019-07-31,BA-close,3.17,2019-07-31
1922,2019-08-30,BA-close,359.8509,2019-08-30,2019-08-30_BA-close,2019-08-30,BA-close,3.17,2019-08-30
1923,2019-09-30,BA-close,376.0402,2019-09-30,2019-09-30_BA-close,2019-09-30,BA-close,2.68,2019-09-30
1924,2019-10-31,BA-close,335.9524,2019-10-31,2019-10-31_BA-close,2019-10-31,BA-close,2.68,2019-10-31
1925,2019-11-29,BA-close,363.9981,2019-11-29,2019-11-29_BA-close,2019-11-29,BA-close,2.68,2019-11-29
1926,2019-12-31,BA-close,323.8189,2019-12-31,2019-12-31_BA-close,2019-12-31,BA-close,4.71,2019-12-31
1927,2020-01-31,BA-close,316.3735,2020-01-31,2020-01-31_BA-close,2020-01-31,BA-close,4.71,2020-01-31
1928,2020-02-28,BA-close,275.11,2020-02-28,2020-02-28_BA-close,2020-02-28,BA-close,4.71,2020-02-28
1929,2020-03-31,BA-close,149.14,2020-03-31,2020-03-31_BA-close,2020-03-31,BA-close,1.84,2020-03-31
1930,2020-04-30,BA-close,141.02,2020-04-30,2020-04-30_BA-close,2020-04-30,BA-close,1.84,2020-04-30
1931,2020-05-29,BA-close,145.85,2020-05-29,2020-05-29_BA-close,2020-05-29,BA-close,1.84,2020-05-29
1932,2020-06-30,BA-close,183.3,2020-06-30,2020-06-30_BA-close,2020-06-30,BA-close,2.18,2020-06-30
1933,2020-07-31,BA-close,158.0,2020-07-31,2020-07-31_BA-close,2020-07-31,BA-close,2.18,2020-07-31
1934,2020-08-31,BA-close,171.82,2020-08-31,2020-08-31_BA-close,2020-08-31,BA-close,2.18,2020-08-31
1935,2020-09-30,BA-close,165.26,2020-09-30,2020-09-30_BA-close,2020-09-30,BA-close,2.58,2020-09-30
1936,2020-10-30,BA-close,144.39,2020-10-30,2020-10-30_BA-close,2020-10-30,BA-close,2.58,2020-10-30
1937,2020-11-30,BA-close,210.71,2020-11-30,2020-11-30_BA-close,2020-11-30,BA-close,2.58,2020-11-30
1938,2020-12-31,BA-close,214.06,2020-12-31,2020-12-31_BA-close,2020-12-31,BA-close,2.07,2020-12-31
1939,2021-01-29,BA-close,194.19,2021-01-29,2021-01-29_BA-close,2021-01-29,BA-close,2.07,2021-01-29
1940,2021-02-26,BA-close,212.01,2021-02-26,2021-02-26_BA-close,2021-02-26,BA-close,2.07,2021-02-26
1941,2021-03-31,BA-close,254.72,2021-03-31,2021-03-31_BA-close,2021-03-31,BA-close,1.77,2021-03-31
1942,2021-04-30,BA-close,234.31,2021-04-30,2021-04-30_BA-close,2021-04-30,BA-close,1.77,2021-04-30
1943,2021-05-28,BA-close,247.02,2021-05-28,2021-05-28_BA-close,,,,
1944,2021-06-30,BA-close,239.56,2021-06-30,2021-06-30_BA-close,2021-06-30,BA-close,2.33,2021-06-30
1945,2021-07-30,BA-close,226.48,2021-07-30,2021-07-30_BA-close,2021-07-30,BA-close,2.33,2021-07-30
1946,2021-08-31,BA-close,219.5,2021-08-31,2021-08-31_BA-close,2021-08-31,BA-close,2.33,2021-08-31
1947,2021-09-30,BA-close,219.94,2021-09-30,2021-09-30_BA-close,2021-09-30,BA-close,2.52,2021-09-30
1948,2021-10-29,BA-close,207.03,2021-10-29,2021-10-29_BA-close,2021-10-29,BA-close,2.52,2021-10-29
1949,2021-11-30,BA-close,197.85,2021-11-30,2021-11-30_BA-close,2021-11-30,BA-close,2.52,2021-11-30
1950,2021-12-31,BA-close,201.32,2021-12-31,2021-12-31_BA-close,2021-12-31,BA-close,3.35,2021-12-31
1951,2022-01-31,BA-close,200.24,2022-01-31,2022-01-31_BA-close,,,,
1952,2022-02-28,BA-close,205.34,2022-02-28,2022-02-28_BA-close,,,,
1953,2022-03-31,BA-close,191.5,2022-03-31,2022-03-31_BA-close,,,,
1954,2022-04-18,BA-close,179.85,2022-04-18,2022-04-18_BA-close,,,,
1955,2015-04-30,ORCL-close,39.0124,2015-04-30,2015-04-30_ORCL-close,2015-04-30,ORCL-close,2.91,2015-04-30
1956,2015-05-29,ORCL-close,38.8961,2015-05-29,2015-05-29_ORCL-close,2015-05-29,ORCL-close,2.91,2015-05-29
1957,2015-06-30,ORCL-close,36.0431,2015-06-30,2015-06-30_ORCL-close,2015-06-30,ORCL-close,3.84,2015-06-30
1958,2015-07-31,ORCL-close,35.8545,2015-07-31,2015-07-31_ORCL-close,2015-07-31,ORCL-close,3.84,2015-07-31
1959,2015-08-31,ORCL-close,33.2961,2015-08-31,2015-08-31_ORCL-close,2015-08-31,ORCL-close,3.84,2015-08-31
1960,2015-09-30,ORCL-close,32.4253,2015-09-30,2015-09-30_ORCL-close,2015-09-30,ORCL-close,3.34,2015-09-30
1961,2015-10-30,ORCL-close,35.0043,2015-10-30,2015-10-30_ORCL-close,2015-10-30,ORCL-close,3.34,2015-10-30
1962,2015-11-30,ORCL-close,35.1215,2015-11-30,2015-11-30_ORCL-close,2015-11-30,ORCL-close,3.34,2015-11-30
1963,2015-12-31,ORCL-close,32.9225,2015-12-31,2015-12-31_ORCL-close,2015-12-31,ORCL-close,4.84,2015-12-31
1964,2016-01-29,ORCL-close,32.8615,2016-01-29,2016-01-29_ORCL-close,2016-01-29,ORCL-close,4.84,2016-01-29
1965,2016-02-29,ORCL-close,33.2868,2016-02-29,2016-02-29_ORCL-close,2016-02-29,ORCL-close,4.84,2016-02-29
1966,2016-03-31,ORCL-close,37.0246,2016-03-31,2016-03-31_ORCL-close,2016-03-31,ORCL-close,2.35,2016-03-31
1967,2016-04-29,ORCL-close,36.2082,2016-04-29,2016-04-29_ORCL-close,2016-04-29,ORCL-close,2.35,2016-04-29
1968,2016-05-31,ORCL-close,36.517,2016-05-31,2016-05-31_ORCL-close,2016-05-31,ORCL-close,2.35,2016-05-31
1969,2016-06-30,ORCL-close,37.1802,2016-06-30,2016-06-30_ORCL-close,2016-06-30,ORCL-close,2.95,2016-06-30
1970,2016-07-29,ORCL-close,37.4169,2016-07-29,2016-07-29_ORCL-close,2016-07-29,ORCL-close,2.95,2016-07-29
1971,2016-08-31,ORCL-close,37.5811,2016-08-31,2016-08-31_ORCL-close,2016-08-31,ORCL-close,2.95,2016-08-31
1972,2016-09-30,ORCL-close,35.8123,2016-09-30,2016-09-30_ORCL-close,2016-09-30,ORCL-close,3.29,2016-09-30
1973,2016-10-31,ORCL-close,35.164,2016-10-31,2016-10-31_ORCL-close,2016-10-31,ORCL-close,3.29,2016-10-31
1974,2016-11-30,ORCL-close,36.784,2016-11-30,2016-11-30_ORCL-close,2016-11-30,ORCL-close,3.29,2016-11-30
1975,2016-12-30,ORCL-close,35.1914,2016-12-30,2016-12-30_ORCL-close,2016-12-30,ORCL-close,3.29,2016-12-30
1976,2017-01-31,ORCL-close,36.8536,2017-01-31,2017-01-31_ORCL-close,2017-01-31,ORCL-close,5.01,2017-01-31
1977,2017-02-28,ORCL-close,39.1323,2017-02-28,2017-02-28_ORCL-close,2017-02-28,ORCL-close,5.01,2017-02-28
1978,2017-03-31,ORCL-close,40.9883,2017-03-31,2017-03-31_ORCL-close,2017-03-31,ORCL-close,2.38,2017-03-31
1979,2017-04-28,ORCL-close,41.4882,2017-04-28,2017-04-28_ORCL-close,2017-04-28,ORCL-close,2.38,2017-04-28
1980,2017-05-31,ORCL-close,41.885,2017-05-31,2017-05-31_ORCL-close,2017-05-31,ORCL-close,2.38,2017-05-31
1981,2017-06-30,ORCL-close,46.2682,2017-06-30,2017-06-30_ORCL-close,2017-06-30,ORCL-close,2.97,2017-06-30
1982,2017-07-31,ORCL-close,46.248,2017-07-31,2017-07-31_ORCL-close,2017-07-31,ORCL-close,2.97,2017-07-31
1983,2017-08-31,ORCL-close,46.6185,2017-08-31,2017-08-31_ORCL-close,2017-08-31,ORCL-close,2.97,2017-08-31
1984,2017-09-29,ORCL-close,44.7845,2017-09-29,2017-09-29_ORCL-close,2017-09-29,ORCL-close,2.97,2017-09-29
1985,2017-10-31,ORCL-close,47.3323,2017-10-31,2017-10-31_ORCL-close,2017-10-31,ORCL-close,3.3,2017-10-31
1986,2017-11-30,ORCL-close,45.6212,2017-11-30,2017-11-30_ORCL-close,2017-11-30,ORCL-close,3.3,2017-11-30
1987,2017-12-29,ORCL-close,43.966,2017-12-29,2017-12-29_ORCL-close,2017-12-29,ORCL-close,3.3,2017-12-29
1988,2018-01-31,ORCL-close,48.1597,2018-01-31,2018-01-31_ORCL-close,2018-01-31,ORCL-close,5.18,2018-01-31
1989,2018-02-28,ORCL-close,47.3009,2018-02-28,2018-02-28_ORCL-close,2018-02-28,ORCL-close,5.18,2018-02-28
1990,2018-03-29,ORCL-close,42.708,2018-03-29,2018-03-29_ORCL-close,,,,
1991,2018-04-30,ORCL-close,42.8092,2018-04-30,2018-04-30_ORCL-close,2018-04-30,ORCL-close,2.45,2018-04-30
1992,2018-05-31,ORCL-close,43.7935,2018-05-31,2018-05-31_ORCL-close,2018-05-31,ORCL-close,2.45,2018-05-31
1993,2018-06-29,ORCL-close,41.3001,2018-06-29,2018-06-29_ORCL-close,2018-06-29,ORCL-close,2.45,2018-06-29
1994,2018-07-31,ORCL-close,44.8686,2018-07-31,2018-07-31_ORCL-close,2018-07-31,ORCL-close,3.08,2018-07-31
1995,2018-08-31,ORCL-close,45.7155,2018-08-31,2018-08-31_ORCL-close,2018-08-31,ORCL-close,3.08,2018-08-31
1996,2018-09-28,ORCL-close,48.5198,2018-09-28,2018-09-28_ORCL-close,2018-09-28,ORCL-close,3.08,2018-09-28
1997,2018-10-31,ORCL-close,46.1455,2018-10-31,2018-10-31_ORCL-close,2018-10-31,ORCL-close,3.42,2018-10-31
1998,2018-11-30,ORCL-close,46.0699,2018-11-30,2018-11-30_ORCL-close,2018-11-30,ORCL-close,3.42,2018-11-30
1999,2018-12-31,ORCL-close,42.6591,2018-12-31,2018-12-31_ORCL-close,2018-12-31,ORCL-close,4.87,2018-12-31
2000,2019-01-31,ORCL-close,47.6452,2019-01-31,2019-01-31_ORCL-close,2019-01-31,ORCL-close,4.87,2019-01-31
2001,2019-02-28,ORCL-close,49.4474,2019-02-28,2019-02-28_ORCL-close,2019-02-28,ORCL-close,4.87,2019-02-28
2002,2019-03-29,ORCL-close,50.9461,2019-03-29,2019-03-29_ORCL-close,2019-03-29,ORCL-close,4.87,2019-03-29
2003,2019-04-30,ORCL-close,52.7161,2019-04-30,2019-04-30_ORCL-close,2019-04-30,ORCL-close,2.25,2019-04-30
2004,2019-05-31,ORCL-close,48.2096,2019-05-31,2019-05-31_ORCL-close,2019-05-31,ORCL-close,2.25,2019-05-31
2005,2019-06-28,ORCL-close,54.2786,2019-06-28,2019-06-28_ORCL-close,2019-06-28,ORCL-close,2.25,2019-06-28
2006,2019-07-31,ORCL-close,53.86,2019-07-31,2019-07-31_ORCL-close,2019-07-31,ORCL-close,3.17,2019-07-31
2007,2019-08-30,ORCL-close,49.8037,2019-08-30,2019-08-30_ORCL-close,2019-08-30,ORCL-close,3.17,2019-08-30
2008,2019-09-30,ORCL-close,52.645,2019-09-30,2019-09-30_ORCL-close,2019-09-30,ORCL-close,2.68,2019-09-30
2009,2019-10-31,ORCL-close,52.3578,2019-10-31,2019-10-31_ORCL-close,2019-10-31,ORCL-close,2.68,2019-10-31
2010,2019-11-29,ORCL-close,53.9433,2019-11-29,2019-11-29_ORCL-close,2019-11-29,ORCL-close,2.68,2019-11-29
2011,2019-12-31,ORCL-close,50.9069,2019-12-31,2019-12-31_ORCL-close,2019-12-31,ORCL-close,4.71,2019-12-31
2012,2020-01-31,ORCL-close,50.6211,2020-01-31,2020-01-31_ORCL-close,2020-01-31,ORCL-close,4.71,2020-01-31
2013,2020-02-28,ORCL-close,47.7354,2020-02-28,2020-02-28_ORCL-close,2020-02-28,ORCL-close,4.71,2020-02-28
2014,2020-03-31,ORCL-close,46.6448,2020-03-31,2020-03-31_ORCL-close,2020-03-31,ORCL-close,1.84,2020-03-31
2015,2020-04-30,ORCL-close,51.3583,2020-04-30,2020-04-30_ORCL-close,2020-04-30,ORCL-close,1.84,2020-04-30
2016,2020-05-29,ORCL-close,52.134,2020-05-29,2020-05-29_ORCL-close,2020-05-29,ORCL-close,1.84,2020-05-29
2017,2020-06-30,ORCL-close,53.5884,2020-06-30,2020-06-30_ORCL-close,2020-06-30,ORCL-close,2.18,2020-06-30
2018,2020-07-31,ORCL-close,53.9885,2020-07-31,2020-07-31_ORCL-close,2020-07-31,ORCL-close,2.18,2020-07-31
2019,2020-08-31,ORCL-close,55.7118,2020-08-31,2020-08-31_ORCL-close,2020-08-31,ORCL-close,2.18,2020-08-31
2020,2020-09-30,ORCL-close,58.1264,2020-09-30,2020-09-30_ORCL-close,2020-09-30,ORCL-close,2.58,2020-09-30
2021,2020-10-30,ORCL-close,54.8475,2020-10-30,2020-10-30_ORCL-close,2020-10-30,ORCL-close,2.58,2020-10-30
2022,2020-11-30,ORCL-close,56.4212,2020-11-30,2020-11-30_ORCL-close,2020-11-30,ORCL-close,2.58,2020-11-30
2023,2020-12-31,ORCL-close,63.2344,2020-12-31,2020-12-31_ORCL-close,2020-12-31,ORCL-close,2.07,2020-12-31
2024,2021-01-29,ORCL-close,59.2968,2021-01-29,2021-01-29_ORCL-close,2021-01-29,ORCL-close,2.07,2021-01-29
2025,2021-02-26,ORCL-close,63.3003,2021-02-26,2021-02-26_ORCL-close,2021-02-26,ORCL-close,2.07,2021-02-26
2026,2021-03-31,ORCL-close,68.8542,2021-03-31,2021-03-31_ORCL-close,2021-03-31,ORCL-close,1.77,2021-03-31
2027,2021-04-30,ORCL-close,74.6901,2021-04-30,2021-04-30_ORCL-close,2021-04-30,ORCL-close,1.77,2021-04-30
2028,2021-05-28,ORCL-close,77.5973,2021-05-28,2021-05-28_ORCL-close,,,,
2029,2021-06-30,ORCL-close,76.7103,2021-06-30,2021-06-30_ORCL-close,2021-06-30,ORCL-close,2.33,2021-06-30
2030,2021-07-30,ORCL-close,86.1867,2021-07-30,2021-07-30_ORCL-close,2021-07-30,ORCL-close,2.33,2021-07-30
2031,2021-08-31,ORCL-close,88.1549,2021-08-31,2021-08-31_ORCL-close,2021-08-31,ORCL-close,2.33,2021-08-31
2032,2021-09-30,ORCL-close,86.1768,2021-09-30,2021-09-30_ORCL-close,2021-09-30,ORCL-close,2.52,2021-09-30
2033,2021-10-29,ORCL-close,95.2121,2021-10-29,2021-10-29_ORCL-close,2021-10-29,ORCL-close,2.52,2021-10-29
2034,2021-11-30,ORCL-close,90.0515,2021-11-30,2021-11-30_ORCL-close,2021-11-30,ORCL-close,2.52,2021-11-30
2035,2021-12-31,ORCL-close,86.5483,2021-12-31,2021-12-31_ORCL-close,2021-12-31,ORCL-close,3.35,2021-12-31
2036,2022-01-31,ORCL-close,80.8427,2022-01-31,2022-01-31_ORCL-close,,,,
2037,2022-02-28,ORCL-close,75.673,2022-02-28,2022-02-28_ORCL-close,,,,
2038,2022-03-31,ORCL-close,82.4066,2022-03-31,2022-03-31_ORCL-close,,,,
2039,2022-04-18,ORCL-close,78.22,2022-04-18,2022-04-18_ORCL-close,,,,
2040,2015-04-30,CSCO-close,23.1753,2015-04-30,2015-04-30_CSCO-close,2015-04-30,CSCO-close,2.91,2015-04-30
2041,2015-05-29,CSCO-close,23.5611,2015-05-29,2015-05-29_CSCO-close,2015-05-29,CSCO-close,2.91,2015-05-29
2042,2015-06-30,CSCO-close,22.074,2015-06-30,2015-06-30_CSCO-close,2015-06-30,CSCO-close,3.84,2015-06-30
2043,2015-07-31,CSCO-close,23.0211,2015-07-31,2015-07-31_CSCO-close,2015-07-31,CSCO-close,3.84,2015-07-31
2044,2015-08-31,CSCO-close,20.9636,2015-08-31,2015-08-31_CSCO-close,2015-08-31,CSCO-close,3.84,2015-08-31
2045,2015-09-30,CSCO-close,21.2593,2015-09-30,2015-09-30_CSCO-close,2015-09-30,CSCO-close,3.34,2015-09-30
2046,2015-10-30,CSCO-close,23.5601,2015-10-30,2015-10-30_CSCO-close,2015-10-30,CSCO-close,3.34,2015-10-30
2047,2015-11-30,CSCO-close,22.2535,2015-11-30,2015-11-30_CSCO-close,2015-11-30,CSCO-close,3.34,2015-11-30
2048,2015-12-31,CSCO-close,22.1759,2015-12-31,2015-12-31_CSCO-close,2015-12-31,CSCO-close,4.84,2015-12-31
2049,2016-01-29,CSCO-close,19.5824,2016-01-29,2016-01-29_CSCO-close,2016-01-29,CSCO-close,4.84,2016-01-29
2050,2016-02-29,CSCO-close,21.5497,2016-02-29,2016-02-29_CSCO-close,2016-02-29,CSCO-close,4.84,2016-02-29
2051,2016-03-31,CSCO-close,23.4347,2016-03-31,2016-03-31_CSCO-close,2016-03-31,CSCO-close,2.35,2016-03-31
2052,2016-04-29,CSCO-close,22.8371,2016-04-29,2016-04-29_CSCO-close,2016-04-29,CSCO-close,2.35,2016-04-29
2053,2016-05-31,CSCO-close,24.133,2016-05-31,2016-05-31_CSCO-close,2016-05-31,CSCO-close,2.35,2016-05-31
2054,2016-06-30,CSCO-close,23.834,2016-06-30,2016-06-30_CSCO-close,2016-06-30,CSCO-close,2.95,2016-06-30
2055,2016-07-29,CSCO-close,25.5953,2016-07-29,2016-07-29_CSCO-close,2016-07-29,CSCO-close,2.95,2016-07-29
2056,2016-08-31,CSCO-close,26.3582,2016-08-31,2016-08-31_CSCO-close,2016-08-31,CSCO-close,2.95,2016-08-31
2057,2016-09-30,CSCO-close,26.593,2016-09-30,2016-09-30_CSCO-close,2016-09-30,CSCO-close,3.29,2016-09-30
2058,2016-10-31,CSCO-close,25.9334,2016-10-31,2016-10-31_CSCO-close,2016-10-31,CSCO-close,3.29,2016-10-31
2059,2016-11-30,CSCO-close,25.2064,2016-11-30,2016-11-30_CSCO-close,2016-11-30,CSCO-close,3.29,2016-11-30
2060,2016-12-30,CSCO-close,25.5445,2016-12-30,2016-12-30_CSCO-close,2016-12-30,CSCO-close,3.29,2016-12-30
2061,2017-01-31,CSCO-close,26.1915,2017-01-31,2017-01-31_CSCO-close,2017-01-31,CSCO-close,5.01,2017-01-31
2062,2017-02-28,CSCO-close,29.1414,2017-02-28,2017-02-28_CSCO-close,2017-02-28,CSCO-close,5.01,2017-02-28
2063,2017-03-31,CSCO-close,28.8174,2017-03-31,2017-03-31_CSCO-close,2017-03-31,CSCO-close,2.38,2017-03-31
2064,2017-04-28,CSCO-close,29.2998,2017-04-28,2017-04-28_CSCO-close,2017-04-28,CSCO-close,2.38,2017-04-28
2065,2017-05-31,CSCO-close,27.1154,2017-05-31,2017-05-31_CSCO-close,2017-05-31,CSCO-close,2.38,2017-05-31
2066,2017-06-30,CSCO-close,26.9176,2017-06-30,2017-06-30_CSCO-close,2017-06-30,CSCO-close,2.97,2017-06-30
2067,2017-07-31,CSCO-close,27.2987,2017-07-31,2017-07-31_CSCO-close,2017-07-31,CSCO-close,2.97,2017-07-31
2068,2017-08-31,CSCO-close,27.9584,2017-08-31,2017-08-31_CSCO-close,2017-08-31,CSCO-close,2.97,2017-08-31
2069,2017-09-29,CSCO-close,29.191,2017-09-29,2017-09-29_CSCO-close,2017-09-29,CSCO-close,2.97,2017-09-29
2070,2017-10-31,CSCO-close,29.8994,2017-10-31,2017-10-31_CSCO-close,2017-10-31,CSCO-close,3.3,2017-10-31
2071,2017-11-30,CSCO-close,32.6573,2017-11-30,2017-11-30_CSCO-close,2017-11-30,CSCO-close,3.3,2017-11-30
2072,2017-12-29,CSCO-close,33.5329,2017-12-29,2017-12-29_CSCO-close,2017-12-29,CSCO-close,3.3,2017-12-29
2073,2018-01-31,CSCO-close,36.6401,2018-01-31,2018-01-31_CSCO-close,2018-01-31,CSCO-close,5.18,2018-01-31
2074,2018-02-28,CSCO-close,39.4979,2018-02-28,2018-02-28_CSCO-close,2018-02-28,CSCO-close,5.18,2018-02-28
2075,2018-03-29,CSCO-close,37.8308,2018-03-29,2018-03-29_CSCO-close,,,,
2076,2018-04-30,CSCO-close,39.3786,2018-04-30,2018-04-30_CSCO-close,2018-04-30,CSCO-close,2.45,2018-04-30
2077,2018-05-31,CSCO-close,37.9738,2018-05-31,2018-05-31_CSCO-close,2018-05-31,CSCO-close,2.45,2018-05-31
2078,2018-06-29,CSCO-close,38.2583,2018-06-29,2018-06-29_CSCO-close,2018-06-29,CSCO-close,2.45,2018-06-29
2079,2018-07-31,CSCO-close,37.8919,2018-07-31,2018-07-31_CSCO-close,2018-07-31,CSCO-close,3.08,2018-07-31
2080,2018-08-31,CSCO-close,42.802,2018-08-31,2018-08-31_CSCO-close,2018-08-31,CSCO-close,3.08,2018-08-31
2081,2018-09-28,CSCO-close,43.5905,2018-09-28,2018-09-28_CSCO-close,2018-09-28,CSCO-close,3.08,2018-09-28
2082,2018-10-31,CSCO-close,41.2717,2018-10-31,2018-10-31_CSCO-close,2018-10-31,CSCO-close,3.42,2018-10-31
2083,2018-11-30,CSCO-close,43.1842,2018-11-30,2018-11-30_CSCO-close,2018-11-30,CSCO-close,3.42,2018-11-30
2084,2018-12-31,CSCO-close,39.0886,2018-12-31,2018-12-31_CSCO-close,2018-12-31,CSCO-close,4.87,2018-12-31
2085,2019-01-31,CSCO-close,43.0038,2019-01-31,2019-01-31_CSCO-close,2019-01-31,CSCO-close,4.87,2019-01-31
2086,2019-02-28,CSCO-close,47.0777,2019-02-28,2019-02-28_CSCO-close,2019-02-28,CSCO-close,4.87,2019-02-28
2087,2019-03-29,CSCO-close,49.0965,2019-03-29,2019-03-29_CSCO-close,2019-03-29,CSCO-close,4.87,2019-03-29
2088,2019-04-30,CSCO-close,51.2018,2019-04-30,2019-04-30_CSCO-close,2019-04-30,CSCO-close,2.25,2019-04-30
2089,2019-05-31,CSCO-close,47.6145,2019-05-31,2019-05-31_CSCO-close,2019-05-31,CSCO-close,2.25,2019-05-31
2090,2019-06-28,CSCO-close,50.0853,2019-06-28,2019-06-28_CSCO-close,2019-06-28,CSCO-close,2.25,2019-06-28
2091,2019-07-31,CSCO-close,51.0126,2019-07-31,2019-07-31_CSCO-close,2019-07-31,CSCO-close,3.17,2019-07-31
2092,2019-08-30,CSCO-close,43.1029,2019-08-30,2019-08-30_CSCO-close,2019-08-30,CSCO-close,3.17,2019-08-30
2093,2019-09-30,CSCO-close,45.497,2019-09-30,2019-09-30_CSCO-close,2019-09-30,CSCO-close,2.68,2019-09-30
2094,2019-10-31,CSCO-close,44.0728,2019-10-31,2019-10-31_CSCO-close,2019-10-31,CSCO-close,2.68,2019-10-31
2095,2019-11-29,CSCO-close,42.032,2019-11-29,2019-11-29_CSCO-close,2019-11-29,CSCO-close,2.68,2019-11-29
2096,2019-12-31,CSCO-close,44.4903,2019-12-31,2019-12-31_CSCO-close,2019-12-31,CSCO-close,4.71,2019-12-31
2097,2020-01-31,CSCO-close,42.9525,2020-01-31,2020-01-31_CSCO-close,2020-01-31,CSCO-close,4.71,2020-01-31
