,4b. close (USD),5. volume,6. market cap (USD)
2021-08-06,342.39000000,1267498.91780000,1267498.91780000
2021-08-05,337.91000000,1263649.49260000,1263649.49260000
2021-08-04,334.77000000,969671.42280000,969671.42280000
2021-08-03,323.43000000,1060806.34470000,1060806.34470000
2021-08-02,330.55000000,1018741.30980000,1018741.30980000
2021-08-01,332.59000000,1514514.21780000,1514514.21780000
2021-07-31,332.38000000,1393753.96500000,1393753.96500000
2021-07-30,322.58000000,1297421.64450000,1297421.64450000
2021-07-29,317.03000000,998946.18390000,998946.18390000
2021-07-28,313.80000000,1308249.13000000,1308249.13000000
2021-07-27,313.48000000,1678708.06350000,1678708.06350000
2021-07-26,304.00000000,2575554.28020000,2575554.28020000
2021-07-25,302.56000000,1083557.27700000,1083557.27700000
2021-07-24,301.56000000,1438901.38110000,1438901.38110000
2021-07-23,299.27000000,1640999.53890000,1640999.53890000
2021-07-22,293.36000000,1173507.94320000,1173507.94320000
2021-07-21,293.26000000,1740736.02260000,1740736.02260000
2021-07-20,264.44000000,1796600.58030000,1796600.58030000
2021-07-19,280.54000000,1318041.70740000,1318041.70740000
2021-07-18,302.10000000,815497.35270000,815497.35270000
2021-07-17,300.52000000,1030879.96110000,1030879.96110000
2021-07-16,302.88000000,1456105.40190000,1456105.40190000
2021-07-15,316.11000000,2185210.83980000,2185210.83980000
2021-07-14,309.40000000,1430288.40260000,1430288.40260000
2021-07-13,308.94000000,930032.31550000,930032.31550000
2021-07-12,316.12000000,1322836.65750000,1322836.65750000
2021-07-11,322.16000000,799617.83500000,799617.83500000
2021-07-10,316.12000000,818970.92250000,818970.92250000
2021-07-09,317.09000000,1106411.78600000,1106411.78600000
2021-07-08,310.14000000,1644090.85010000,1644090.85010000
2021-07-07,327.51000000,1779058.29370000,1779058.29370000
2021-07-06,319.92000000,2066912.35950000,2066912.35950000
2021-07-05,302.02000000,1403218.24080000,1403218.24080000
2021-07-04,307.62000000,1309414.02550000,1309414.02550000
2021-07-03,298.13000000,1016731.56620000,1016731.56620000
2021-07-02,287.17000000,1003331.22690000,1003331.22690000
2021-07-01,287.43000000,1388151.02650000,1388151.02650000
2021-06-30,303.71000000,2061866.47000000,2061866.47000000
